_id,Clave,Producto,_idCategoria,_idMarca,Precio1,Precio2,No_parte,Descripcion,Modelo,Anios,RefaccionNueva,RefaccionOferta,color,Estatus,Alto,Largo,Ancho,Peso,id_proveedor
2015,7417,Sensor Flujo Aire Jetta A4,5,2,691.99,0,06a 906 461 g,Sensor Flujo Aire Jetta A4 Marca Herta,55,17,0,0,#aa0009,1,16,12.5,16,0.3,0
2016,7432,Sensor Velocimetro Jetta A4 Estandar,5,2,138,0,191 919 149 E,Sensor Velocimetro Jetta A4 Estandar Marca Voltmax,55,17,0,0,#aa0009,1,0,0,0,0,0
2017,9921,Sensor Detonacion Jetta A4,5,2,241.99,0,030 905 377 C,Sensor Detonacion Jetta A4 Marca Bruck,55,17,0,0,#aa0009,1,0,0,0,0,0
2018,10021,Sonda LAMBDA Jetta A4 2.0,5,2,543.23,0,06a 906 262 F,Sonda LAMBDA Jetta A4 2.0 99-03 Despues del Catalizador Marca Euro España,55,17,0,0,#aa0009,1,0,0,0,0,0
2019,6831,Relay Bomba Gasolina Jetta A5,5,2,115,0,191 906 383,Relay Bomba Gasolina Jetta A5 Original,56,18,0,0,#aa0009,1,0,0,0,0,0
2020,9921,Sensor Detonacion Lupo,5,2,241.99,0,030 905 377 c,Sensor Detonacion Lupo Marca Bruck,58,58,0,0,#aa0009,1,0,0,0,0,0
2021,11063,Bulbo Reversa March,5,1,92.99,0,3200500qae,Bulbo Reversa March Marca Voltmax,27,34,0,0,#aa0009,1,0,0,0,0,26
2022,8153,Sensor Arbol Levas Matiz,5,3,134,0,96325867,Sensor Arbol Levas Matiz Marca Voltmax,18,73,0,0,#aa0009,1,0,0,0,0,0
2023,10304,Sonda LAMBDA Chevy C2 4 Cables,5,3,589,0,SO-25360991,Sonda LAMBDA Chevy C2 4 Cables (Sensor Flujo Aire) Marca Voltmax,5,6,0,0,#aa0009,1,0,0,0,0,0
2024,12448,Inyector Chevy TBI,5,3,830,0,17111979-tj13,Inyector Chevy 1.6 1.4 TBI Original,5,6,0,0,#aa0009,1,0,0,0,0,0
2025,13549,Sensro Detonacion Corsa,5,3,196,0,93313158,Sensro Detonacion Corsa Marca Voltmax,16,70,0,0,#aa0009,1,0,0,0,0,0
2026,13557,Sensor Velocimetro Corsa,5,3,217.99,0,9114603,Sensor Velocimetro Corsa Marca Voltmax,5,6,0,0,#aa0009,1,0,0,0,0,0
2027,13559,Sonda LAMBDA Corsa 06-,5,3,750.84,0,93310435,Sonda LAMBDA Corsa 06- (Sensor Oxigeno) Marca Voltmax,16,70,0,0,#aa0009,1,0,0,0,0,0
2028,13574,Sensor MAP Corsa 04-11,5,3,212,0,93313154,Sensor MAP Corsa 04-11 Marca Voltmax,16,71,0,0,#aa0009,1,0,0,0,0,0
2029,13528,Sensor Flujo Aire ick up D21,5,1,675,0,AFH55M-12NK,Sensor Flujo Aire ick up D21 Marca Voltmax,30,40,0,0,#aa0009,1,0,0,0,0,0
2030,13581,Sensor Flujo Aire Pick up D21,5,1,685,0,AFH55M-10,Sensor Flujo Aire Pick up D21 Marca Voltmax,30,40,0,0,#aa0009,1,0,0,0,0,0
2031,11131,Sensor TPS Pick up D22,5,1,269,0,SERA483-05,Sensor TPS Pick up D22 (Potenciometro) Marca VOoltmax,31,93,0,0,#aa0009,1,0,0,0,0,0
2032,12355,Sensor Flujo Aire March,5,1,602.1,0,22680-6n21a,Sensor Flujo Aire March Marca Voltmax,27,34,0,0,#aa0009,1,0,0,0,0,0
2033,9060,Sensor Map Matiz 04-15,5,3,179.99,0,25184083,Sensor Map Matiz 1.0 04-15 Marca Voltmax,18,73,0,0,#aa0009,1,0,0,0,0,0
2034,11377,Inyector Matiz 05-15,5,3,339.06,0,96620255,Inyector Matiz 05-15 Marca Bruck,18,73,0,0,#aa0009,1,0,0,0,0,0
2035,13299,Sensor Cigueñal Matiz,5,3,246,0,96325868,Sensor Cigueñal Matiz Original,18,73,0,0,#aa0009,1,0,0,0,0,0
2036,9327,Sensor Cigueñal Platina Automatico 05-08,5,1,152.37,0,23731-00qac,Sensor Cigueñal Platina Automatico 05-08 Marca Euro España,33,44,0,0,#aa0009,1,0,0,0,0,0
2037,10219,Sensor Velocimetro Platina Automatico,5,1,83.99,0,2501000qaa,Sensor Velocimetro Platina Automatico Marca Bruck,33,44,0,0,#aa0009,1,21,15,0.5,0.05,0
2038,7428,Sensor Tierra Pointer,5,2,112.99,0,026 123 104 5,Sensor Tierra Pointer Marca EGP,61,62,0,0,#aa0009,1,7.5,7,4,0.05,0
2039,7516,Sonda LAMBDA Pointer,5,2,1349.99,0,0 258 003 813,Sonda LAMBDA Pointer (Sensor Oxigeno) Marca Bosch,61,62,0,0,#aa0009,1,0,0,0,0,0
2040,10023,Sonda LAMBDA Pointer,5,2,610.63,0,377 906 265 b,Sonda LAMBDA Pointer Marca Euro España,61,62,0,0,#aa0009,1,0,0,0,0,0
2041,7432,Sensor Velocimetro Polo Estandar,5,2,138,0,191 919 149 e,Sensor Velocimetro Polo Estandar Marca Bruck,75,94,0,0,#aa0009,1,0,0,0,0,0
2042,9921,Sensor Detonacion Polo,5,2,241.99,0,030 905 377 c,Sensor Detonacion Polo Marca Bruck,75,94,0,0,#aa0009,1,0,0,0,0,0
2043,12579,Valvula Calefaccion Polo,2,2,39.99,0,6q0121065n,Valvula Calefaccion Polo Marca Bruck,75,94,0,0,#aa0009,1,0,0,0,0,0
2044,8153,Sensor Arbol Levas Spark,5,3,134,0,96325867,Sensor Arbol Levas Spark Marca Voltmax,20,75,0,0,#aa0009,1,0,0,0,0,0
2045,11978,Sonda LAMBDA Spark 11-13,5,3,485.47,0,96418965,Sonda LAMBDA Spark 11-13 (Sensor Oxigeno) Marca Voltmax,20,75,0,0,#aa0009,1,0,0,0,0,0
2046,13299,Sensor Cigueñal Spark,5,3,246,0,96325868,Sensor Cigueñal Spark Original,20,75,0,0,#aa0009,1,0,0,0,0,0
2047,12355,Sensor Flujo Aire Tiida 1.6,5,1,602.1,0,22680-6n12a,Sensor Flujo Aire Tiida 1.6 Marca Vooltmax,35,49,0,0,#aa0009,1,0,0,0,0,0
2048,13549,Sensor Detonacion Tornado,5,3,196,0,93313158,Sensor Detonacion Tornado Marca Voltmax,21,76,0,0,#aa0009,1,0,0,0,0,0
2049,13574,Sensor MAP Tornado -10,5,3,212,0,93313154,Sensor MAP Tornado -10 Marca Voltmax,21,76,0,0,#aa0009,1,0,0,0,0,0
2050,7487,Sonda LAMBDA Tsuru III 3 Cables 03-04,5,1,624.99,0,ESNN0110,Sonda LAMBDA Tsuru III 3 Cables 03-04,83,105,0,0,#aa0009,1,0,0,0,0,0
2051,2876,Cople Biela Mando Vocho,2,2,59.99,0,311 798 211 e,Cople Biela Mando Vocho Negro,64,67,0,0,#aa0009,1,6,6,5,0.1,4
2052,7515,Sonda LAMBDA Vocho 93-98,5,2,625,0,SO-VW972,Sonda LAMBDA Vocho 93-98 Marca EGP,64,68,0,0,#aa0009,1,11,7,5,0.1,0
2053,7516,Sonda LAMBDA Vocho 99-,5,2,1349.99,0,0 258 003 813,Sonda LAMBDA Vocho 99- Marca Bosch,64,68,0,0,#aa0009,1,0,0,0,0,0
2054,7517,Sonda LAMBDA Vocho 99-,5,2,634.99,0,SO_VW813,Sonda LAMBDA Vocho 99- Marca EGP,64,68,0,0,#aa0009,1,11,9.5,5,0.15,0
2055,10023,Sonda LAMBDA Vocho 99-,5,2,610.63,0,377 906 265 b,Sonda LAMBDA Vocho 99- Euro España,64,68,0,0,#aa0009,1,0,0,0,0,0
2056,12579,Valvula Calefaccion Vento,2,2,39.99,0,6q0121065n,Valvula Calefaccion Vento Marca Bruck,65,69,0,0,#aa0009,1,0,0,0,0,0
2057,1733,Bulbo Aceite Urvan,5,1,28,0,06a 919 081 b r,Bulbo Aceite Urvan Marca EGP,36,50,0,0,#aa0009,1,0,0,0,0,61
2058,13581,Sensor Flujo Aire Tsuru III,5,1,685,0,afh55-m10,Sensor Flujo Aire Tsuru III Marca Voltmax,83,105,0,0,#aa0009,1,0,0,0,0,0
2059,11978,Sonda LAMBDA Aveo 07-12,5,3,485.47,0,96418965,Sonda LAMBDA Aveo 07-12 (Sensor oxigeno) Marca Voltmax,15,38,0,0,#aa0009,1,0,0,0,0,0
2060,11980,Sensor Cigueñal Aveo,5,3,159,0,25182450,Sensor Cigueñal Aveo Marca Bruck,15,38,0,0,#aa0009,1,0,0,0,0,0
2061,13299,Sensor Cigueñal Aveo,5,3,246,0,96325868,Sensor Cigueñal Aveo Original,15,38,0,0,#aa0009,1,0,0,0,0,0
2062,13429,Relay Intermitentes Aveo,5,3,112.99,0,96312545k,Relay Intermitentes Aveo Marca KORESATR,15,38,0,0,#aa0009,1,0,0,0,0,0
2063,3949,Soporte Motor Vocho Chalupa,2,2,52,0,113 301 263,Soporte Motor Vocho Chalupa Tipo Original,64,67,0,0,#aa0009,1,14,5,5,0.2,0
2064,7636,Soporte Motor Vocho Chalupa,2,2,47,0,113 301 263,Soporte Motor Vocho Chalupa Safety,64,67,0,0,#aa0009,1,14,5,5,0.2,0
2065,12355,Sensor Flujo Aire Versa,5,1,602.1,0,22680-6n21a,Sensor Flujo Aire Versa Marca Voltmax,37,51,0,0,#aa0009,1,0,0,0,0,0
2066,13546,Soporte Motor Versa Trasero,2,1,269,0,1136-9h0bsft,Soporte Motor Versa Trasero (huesito) Marca Safety,37,51,0,0,#aa0009,1,0,0,0,0,0
2067,7571,Soporte Motor Atos Trasero,2,6,406.99,0,21850-05200,Soporte Motor Atos Trasero Marca Bruck,70,37,0,0,#aa0009,1,0,0,0,0,0
2068,9574,Soporte Motor Atos Frontal 00-04,2,6,174.99,0,21840-02000,Soporte Motor Atos Frontal 00-04 Marca Safety,70,36,0,0,#aa0009,1,0,0,0,0,0
2069,10305,Soporte Motor Atos Izquierdo 05-08,2,6,212,0,21830-05200,Soporte Motor Atos Izquierdo 05-08 Marca Bruck,70,37,0,0,#aa0009,1,0,0,0,0,0
2070,11835,Soporte Motor Aveo Izquierdo,2,3,723.74,0,96535499,Soporte Motor Aveo Izquierdo Marca Bruck,15,38,0,0,#aa0009,1,24,20,12,3.35,0
2071,12960,Soporte Motor Beetle 2.5,2,2,619.99,0,1K0-199-262SFT,Soporte Motor Beetle 2.5 Marca Safety,45,39,0,0,#aa0009,1,14,16,20,2,0
2072,1741,Soporte Motor Bora,2,2,938.99,0,1K0 199 262AM,Soporte Motor Bora 2.5 Marca Bruck,4,5,0,0,#aa0009,1,14,16,20,2,0
2073,12960,Soporte Motor Bora,2,2,619.99,0,1K0-199-262SFT,Soporte Motor Bora Marca Safety,4,5,0,0,#aa0009,1,14,16,20,2,0
2074,12961,Soporte Transmicion Bora,2,2,275.6,0,1K0-199-855ASFT,Soporte Transmicion Bora Marca Safety,4,5,0,0,#aa0009,1,6,7,35,0.7,0
2075,7590,Soporte Motor Caribe Grande,2,2,78.99,0,171 199 214G,Soporte Motor Caribe Grande Marca Bruck,47,22,0,0,#aa0009,1,8,8,6,0.3,0
2076,12794,Soporte Motor Chevy Derecho Sin Aire,2,3,179.33,0,2778016,Soporte Motor Chevy Derecho Sin Aire Marca Grob,5,6,0,0,#aa0009,1,14,101,16,0.65,0
2077,12795,Soporte Motor Chevy Trasero Con Aire 97-01,2,3,164.99,0,2778022,Soporte Motor Chevy Trasero Con Aire 97-01 Marca Grob,5,6,0,0,#aa0009,1,11,7,15,0.6,0
2078,12796,Soporte Motor Chevy IZquierdo Sin Aire,2,3,168,0,2778020,Soporte Motor Chevy IZquierdo Sin Aire Marca Grob,5,6,0,0,#aa0009,1,13,13,20,0.7,0
2079,12797,Soporte Motor Chevy Izquierdo Con Aire 97-01,2,3,149.99,0,2778021,Soporte Motor Chevy Izquierdo Con Aire 97-01 Marca Grob,5,6,0,0,#aa0009,1,17,10,13,0.7,0
2080,12798,Soporte Motor Chevy Trasero Sin Aire,2,3,167,0,2778017,Soporte Motor Chevy Trasero Sin Aire Marca Grob,5,6,0,0,#aa0009,1,13,10,13,0.6,0
2081,7601,Soporte Motor Combi Caracol,2,2,58.99,0,SO36,Soporte Motor Combi Caracol Economico,48,53,0,0,#aa0009,1,12,8,6,0.5,0
2082,7656,Soporte Transmicion Combi 1600 Cuerno,2,2,88.99,0,s/n,Soporte Transmicion Combi 1600 Cuerno,48,53,0,0,#aa0009,1,11,10,5,0.35,0
2083,13078,Soporte Motor Combi,2,2,75,0,983-199-321B,Soporte Motor Combi Marca Safety,4,5,0,0,#aa0009,1,8,9,12,0.5,0
2084,3641,Soporte Motor Corsa Derecho,2,3,565.46,0,93302279,Soporte Motor Corsa Derecho Marca Bruck,16,70,0,0,#aa0009,1,15,18,12,2.15,0
2085,6594,Soporte Transmicion Corsa Trasero,2,3,581.99,0,9302282,Soporte Transmicion Corsa Trasero Marca Bruck,16,70,0,0,#aa0009,1,15,19,13,1.3,0
2086,9043,Soporte Transmision Corsa Superior Izquierdo,2,3,252.99,0,93302256,Soporte Transmision Corsa Superior Izquierdo Marca Bruck,16,70,0,0,#aa0009,1,25,14,5,0.65,0
2087,10807,Soporte Transmision Corsa Inferior Izquierdo,2,3,184.99,0,93302287,Soporte Transmision Corsa Inferior Izquierdo Marca Bruck,16,70,0,0,#aa0009,1,8,21,4,0.45,0
2088,12642,Soporte Transmision Corsa Trasero,2,3,319.11,0,93302282,Soporte Transmision Corsa Trasero Marca Safety,16,71,0,0,#aa0009,1,12,9,15,1.4,0
2089,12641,Soporte Motor Corsa Frontal,2,3,254.35,0,93302281,Soporte Motor Corsa Frontal Marca Safety,16,71,0,0,#aa0009,1,15,9,22,1.15,0
2090,5541,Soporte Transmision Pick up D21,2,1,135,0,11320-f4010,Soporte Transmision Pick up D21 Marca Safety,30,40,0,0,#aa0009,1,12,14,7,0.95,0
2091,2660,Soporte Motor Pick Up D22 Derecho,2,1,207,0,11210-vj20a,Soporte Motor Pick Up D22 Derecho Marca Safety,31,93,0,0,#aa0009,1,,,,,0
2092,4535,Soporte Transmision Pick Up D22,2,1,198,0,11320-02g0a,Soporte Transmision Pick Up D22 Marca Safety,31,93,0,0,#aa0009,1,12,14,7,1,0
2093,10005,Soporte Motor Pick Up D22 Derecho,2,1,399,0,11210-13g00,Soporte Motor Pick Up D22 Derecho Original,31,93,0,0,#aa0009,1,17,15,9,1.2,0
2094,4401,Soporte Motor Golf A2 Lateral de Reloj,2,2,184.99,0,191 199 262 A,Soporte Motor Golf A2 Lateral de Reloj Marca Bruck,52,57,0,0,#aa0009,1,14,14,12,1.1,0
2095,5199,Soporte Motor Golf A4 Izquierdo Automatico,2,2,492,0,1j0 199 555 ah,Soporte Motor Golf A4 Izquierdo Automatico Marca Bruck,69,66,0,0,#aa0009,1,20,20,14,1.85,0
2096,7612,Soporte Motor Golf A2 Lateral Reloj,2,2,146.99,0,191 199 262,Soporte Motor Golf A2 Lateral Reloj Marca Safety,52,57,0,0,#aa0009,1,14,11,9,1.05,0
2097,7619,Soporte Motor Golf A4 Izquierdo Automatico,2,2,468.98,0,1j0 199 555 ah,Soporte Motor Golf A4 Izquierdo Automatico Marca Herta,69,66,0,0,#aa0009,1,18,20,11,1.85,0
2098,7621,Soporte Motor Golf A4 Izquierdo Estandar,2,2,477,0,1j0 199 555 aj,Soporte Motor Golf A4 Izquierdo Estandar Marca Hertra,69,66,0,0,#aa0009,1,18,20,11,1.38,0
2099,7666,Soporte Transmision Golf A2 Vasito,2,2,115,0,191 199 402 c,Soporte Transmision Golf A2 Vasito Marca Safety,52,57,0,0,#aa0009,1,10,10,15,0.55,0
2100,7666,Soporte Transmision Golf A3 Vasito,2,2,115,0,191 199 402 c,Soporte Transmision Golf A3 Vasito Marca Safety,68,65,0,0,#aa0009,1,10,10,15,0.55,0
2101,7667,Soporte Transmision Golf A4 Automatico (Martillo),2,2,421.99,0,1j0 199 851n,Soporte Transmision Golf A4 Automatico (Martillo) Marca Bruck,69,66,0,0,#aa0009,1,7,16,37,1.3,0
2102,13278,Soporte Transmision Golf A4 Estandar (Martillo),2,2,386,0,1j0 199 851m,Soporte Transmision Golf A4 Estandar (Martillo) Marca Safety,69,66,0,0,#aa0009,1,7,16,37,1.3,0
2103,12948,Soporte Motor Golf A4 Derecho,2,2,598,0,1j0 199 262 bsft,rte Motor Golf A4 Derecho Estanda y Automatico Marca Safety,69,66,0,0,#aa0009,1,16,14,20,2.1,0
2104,13413,Soporte Motor Golf A3 Lateral,2,2,265,0,1h0 199 262 a,Soporte Motor Golf A3 Lateral Marca Safety,68,65,0,0,#aa0009,1,15,15,12,1.75,0
2105,13578,Soporte Motor Golf A3 Central,2,2,230,0,1h0 199 609b,Soporte Motor Golf A3 Central Marca Safety,68,65,0,0,#aa0009,1,12,12,15,4.2,0
2106,11333,Soporte Motor I10 Frontal Derecho,2,6,755.99,0,3663,Soporte Motor I10 Frontal Derecho,71,87,0,0,#aa0009,1,30,26,15,2.15,0
2107,4401,Soporte Motor Jetta A2 Lateral Reloj,2,2,184.99,0,191 199 262 a,Soporte Motor Jetta A2 Lateral Reloj Marca Bruck,53,15,0,0,#aa0009,1,14,14,12,1.1,0
2108,7612,Soporte Motor Jetta A2 Laretal Reloj,2,2,146.99,0,191 199 262,Soporte Motor Jetta A2 Laretal Reloj Marca Safety,53,15,0,0,#aa0009,1,14,11,9,1.05,0
2109,7666,Soporte Transmision Jetta A2 Vasito,2,2,115,0,191 199 402 c,Soporte Transmision Jetta A2 Vasito Marca Safety,53,15,0,0,#aa0009,1,10,10,15,0.55,0
2110,7666,Soporte Transmision Jetta A3 Vasito,2,2,115,0,191 199 402 c,Soporte Transmision Jetta A3 Vasito Marca Safety,54,16,0,0,#aa0009,1,10,10,15,0.55,0
2111,13578,Soporte Motor Jetta A3 Central,2,2,230,0,1h0 199 609b,Soporte Motor Jetta A3 Central Marca Safety,54,16,0,0,#aa0009,1,12,12,15,1.2,0
2112,5199,Soporte Motor Jetta A4 Izquierdo Automatico,2,2,492,0,1j0 199 262bsft,Soporte Motor Jetta A4 Izquierdo Automatico Marca Bruck,55,17,0,0,#aa0009,1,16,14,20,2.1,0
2113,7619,Soporte Motor Jetta A4 Izquierdo Automatico,2,2,468.98,0,1j0 199 555 ah,Soporte Motor Jetta A4 Izquierdo Automatico Marca Herta,55,17,0,0,#aa0009,1,18,20,11,1.85,0
2114,7621,Soporte Motor Jetta A4 Izquierdo Estandar,2,2,477,0,1j0 199 555 aj,Soporte Motor Jetta A4 Izquierdo Estandar Marca Herta,55,17,0,0,#aa0009,1,18,20,11,1.38,0
2115,7667,Soporte Transmision Jetta A4 Automatico (Martillo),2,2,421.99,0,1j0 199 851n,Soporte Transmision Jetta A4 Automatico (Martillo) Marca Bruck,55,17,0,0,#aa0009,1,7,16,37,1.3,0
2116,12948,Soporte Motor Jetta A4 Derecho,2,2,598,0,1j0 199 262bsft,Soporte Motor Jetta A4 Derecho Estanar y Automatico Marca Safety,55,17,0,0,#aa0009,1,14,14,20,2.1,0
2117,13278,Soporte Transmision Jetta A4 Estandar (Martillo),2,2,386,0,1j0 199 851m,Soporte Transmision Jetta A4 Estandar (Martillo) Marca Safety,55,17,0,0,#aa0009,1,7,16,37,1.3,0
2118,1741,Soporte Motor Jetta A6,2,2,938.99,0,1k0 199 262 am,Soporte Motor Jetta A6 Marca Bruck,57,19,0,0,#aa0009,1,14,16,20,2,0
2119,7623,Soporte motor Passat 88-92 Lateral Derecho,2,2,579,0,535 199 262,Soporte motor Passat 88-92 Lateral Derecho Aleman,59,59,0,0,#aa0009,1,22,12,12,1.6,0
2120,12960,Soporta Motor Jetta A6,2,2,619.99,0,1k0 199 262sft,Soporta Motor Jetta A6 Marca Safety,57,19,0,0,#aa0009,1,14,16,20,2,0
2121,12961,Soporte Transmision Jetta A6 Estandar,2,2,275.6,0,1k0 199 855aft,Soporte Transmision Jetta A6 Estandar Marca Safety,57,19,0,0,#aa0009,1,6,7,35,0.7,0
2122,13546,Soporte Motor March Trasero (Huesito),2,1,269,0,1136-9hlobsft,Soporte Motor March Trasero (Huesito) Marca Safety,27,34,0,0,#aa0009,1,16,12,7,1,0
2123,12524,Soporte Motor Matiz 03-12 Trasero,2,3,217,0,27780872,Soporte Motor Matiz 03-12 Trasero Marca Grob,18,73,0,0,#aa0009,1,18,9,7,0.85,0
2124,12525,Soporte Transmision Matiz 03-12,2,3,319,0,2778065,Soporte Transmision Matiz 03-12 Marca Grob,18,73,0,0,#aa0009,1,14,14,23,1.25,0
2125,7626,Soporte Motor Platina Hidraulico Derecho,2,1,338.99,0,11210-00qnk,Soporte Motor Platina Hidraulico Derecho Marca Safety,33,44,0,0,#aa0009,1,12,13,18,1.5,0
2126,9028,Valvula Relenty Platina,5,1,405,0,026 906 247,Valvula Relenty Platina Marca Magneti Mareli Punta Plastico,33,44,0,0,#aa0009,1,0,0,0,0,0
2127,9028,Valvula Relenty Pointer,5,2,405,0,026 906 247,Valvula Relenty Pointer Marca Magneti Mareli Punta Plastico,61,62,0,0,#aa0009,1,0,0,0,0,0
2128,13078,Soporte Motor Pointer,2,2,75,0,893 199 381B,Soporte Motor Pointer Marca Safety,61,62,0,0,#aa0009,1,8,9,12,0.5,0
2129,1329,Soporte Motor Sentra 07-12 Derecho,2,1,639.99,0,11210-ET01C,Soporte Motor Sentra 07-12 Derecho Marca Safety,34,47,0,0,#aa0009,1,23,24,18,3.4,0
2130,4515,Soporte Transmision Sentra 01-12,2,1,110,0,11220-ET00A,Soporte Transmision Sentra 01-12 Marca Safety,34,47,0,0,#aa0009,1,0,0,0,0,0
2131,6295,Soporte Motor Sentra 07-12 Trasero,2,1,230,0,11360-ET00a,Soporte Motor Sentra 07-12 Trasero,34,45,0,0,#aa0009,1,30,10,7,1,0
2132,7632,Soporte Motor Sentra 01-06 Derecho,2,1,199.99,0,11210-7z0nk,Soporte Motor Sentra 01-06 Derecho Marca Safety,34,46,0,0,#aa0009,1,17,10,12,1.05,0
2133,7677,Soporte Transmision Sentra 01-06,2,1,145,0,11320-4z0nk,Soporte Transmision Sentra 01-06 Marca Safety,34,46,0,0,#aa0009,1,10,7,15,0.8,0
2134,12880,Soporte Motor Sentra 13-19 Superior Derecho,2,1,373.99,0,11350-3sg0asft,Soporte Motor Sentra 13-19 Superior Derecho Marca Safety,34,48,0,0,#aa0009,1,10,7,15,0.85,0
2135,12922,Soporte Transmision Sentra 01-06 Estandar,2,1,299.99,0,11220-42015sft,Soporte Transmision Sentra 01-06 Estandar Marca Safety,34,46,0,0,#aa0009,1,15,21,15,1.85,0
2136,13421,Soporte Motor Sentra 01-06 Derecho,2,1,337,0,7038/dai,Soporte Motor Sentra 01-06 Derecho Marca DAI,34,46,0,0,#aa0009,1,14,12,11,0.95,0
2137,13521,Soporte Motor Sentra 07-12 Trasero,2,1,348.99,0,7219/dai,Soporte Motor Sentra 07-12 Trasero Marca DAI,34,47,0,0,#aa0009,1,19,26,11,1.05,0
2138,13526,Soporte Motor Sentra 01-06 Trasero,2,1,62.99,0,7010/DAI,Soporte Motor Sentra 01-06 Trasero Marca DAI,34,46,0,0,#aa0009,1,15,17,16,0.95,0
2139,12524,Soporte Motor Spark 11-15,2,3,217,0,2778072,Soporte Motor Spark 11-15 Marca Grob,20,75,0,0,#aa0009,1,18,9,7,0.85,0
2140,883,Soporte Motor Tsuru III Delantero Derecho,2,1,233.99,0,6686/DAI,Soporte Motor Tsuru III Delantero Derecho Marca DAI,83,105,0,0,#aa0009,1,13,11,10,0.8,0
2141,883,Soporte Motor Tsuru III Delantero Derecho,2,1,233.99,0,6686/DAI,Soporte Motor Tsuru III Delantero Derecho Marca DAI,83,105,0,0,#aa0009,1,13,11,10,0.8,0
2142,4302,Soporte Motor Tsuru III Frontal,2,1,101.99,0,11350-50y00,Soporte Motor Tsuru III Frontal Marca Safety,83,105,0,0,#aa0009,1,13,6,4,0.2,0
2143,7577,Soporte Motor Tsuru III Delantero Derecho,2,1,145,0,11210-f4100,Soporte Motor Tsuru III Delantero Derecho Marca Safety,83,105,0,0,#aa0009,1,13,9,17,1.1,0
2144,7580,Soporte Motor Tsuru III Delantero Izquierdo,2,1,204.99,0,11220-f4101,Soporte Motor Tsuru III Delantero Izquierdo Marca Safety,83,105,0,0,#aa0009,1,12,9,20,1.3,0
2145,7583,Soporte Motor Tsuru III Trasero,2,1,117.99,0,11320-0m002,Soporte Motor Tsuru III Trasero Marca Safety,83,105,0,0,#aa0009,1,7,17,9,0.7,0
2146,7769,Horquilla Suspencion Tsuru III Izquierda,3,1,370,0,54501-52y10sft,Horquilla Suspencion Tsuru III Izquierda Marca Safety,83,105,0,0,#aa0009,1,55,17,10,3.1,0
